"unique_id";"nom_unique";"camp_latitude";"camp_longitude";"type_camp";"iso3";"prison";"degurba";"clc_majoritaire_13_mixte";"eloignementschengen";"clc_majoritaire_2";"clc_majoritaire_3";"clc_majoritaire_23_mixte";"infrastructure_norm";"infrastructure_avant_conversion";"infrastructure_solidite";"infrastructure_confort";"pays_population";"pays_surfacekm2";"ville_proche_population";"distance_ville_proche";"mairie_distance";"atm_distance";"hopital_distance";"pharmacie_distance";"arret_bus_distance_km";"gare_distance_km";"medecin_clinique_hors_camp_distance_km";"dentiste_hors_camp_distance_km";"ecole_hors_camp_distance_km";"poste_hors_camp_distance_km";"distance_13_mines_decharges_chantiers";"distance_124_aeroport";"distance_123_zones_portuaires";"distance_122_reseaux_routiers";"distance_24_zones_agricoles_heterogenes";"distance_41_zones_humides_interieures";"distance_121_zi_zac";"distanceschengenkm";"eurostat_pop_2019";"camps_commune_surfacekm2";"capacite";"ecart_densites"
"1509";"VERGIGNY - CADA";47.9852740606043;3.73002369939673;"ouvert";"FRA";"non";"rural";"Territoires agricoles";"loin_interne";"21";"211";"21";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;211054;63.371;2.679;2.298;19.7107;2.699;0.66;0.698;2.515;2.706;2.148;2.231;16.991;21.981;117.535;14.359;0.444;29.747;0.117;319.725;1549;33.69246531;136;-0.361191632921326
"1182";"CARCASSONNE - CADA";43.209826;2.330377;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;405831;101.232;2.541;2.469;0.359;0.291;0.276;2.638;2.034;21.041;0.023;0.288;2.543;0.981;61.502;17.246;0.532;57.722;0.224;86.974;46031;65.08782319;70;0.825840401875177
"1184";"LIMOUX - CADA";43.0713424053269;2.22009975725227;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;405831;95.406;2.066;0.532;2.292;0.639;0.497;2.27;2.57;21.477;0.518;0.419;14.6;16.991;67.165;28.352;0.227;56.012;0;89.349;10066;32.51049296;90;0.467123110469489
"1201";"ARLES - CADA";43.665372;4.633328;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;340919;42.127;1.858;0.524;0.856;0.251;0.104;1.752;1.394;1.888;0.936;0.766;11.48;18.91;30.878;0.408;0.132;1.185;0;14.919;52548;757.29343299;86;-0.1824182603293
"1262";"ALES - CADA";44.124773;4.084749;"ouvert";"FRA";"non";"banlieue";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;340919;52.297;0.177;0.527;0.417;0.181;0.116;0.48;0.241;27.651;0.261;0.144;6.27;7.104;62.565;25.358;0.996;37.429;1.326;87.861;40219;23.23402531;120;1.21459654923994
"1305";"MONT-DE-MARSAN - CADA";43.894227;-0.505457;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;279438;89.875;0.728;0.303;1.051;0.374;0.228;1.437;0.088;0.295;0.407;0.148;12.163;1.565;89.101;10.333;1.892;41.741;0.29;95.548;29554;36.66946402;153;0.882601446060429
"1401";"LANNEMEZAN - CADA";43.1038339043778;0.384794323616002;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;279438;90.132;3.275;3.297;3.012;2.28;0.265;1.604;1.416;19.891;2.127;1.653;1.296;31.962;158.719;3.155;0.072;29.709;0.332;50.44;5837;19.16425993;148;0.459987379838514
"1176";"FOIX - CADA - 6";42.9759765400102;1.60716820366958;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;1404761;98.887;1.459;0.775;7.235;0.158;0.203;0.898;0.376;2.005;0.62;0.465;9.787;14.312;117.163;1.418;0.276;50.185;2.665;50.074;9532;19.4780124;48;0.665929134905193
"1498";"POITIERS - CADA - 8";46.599569;0.325732;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;274254;4.442;1.501;2.392;4.94;0.45;0.066;2.595;0.717;1.483;0.31;0.371;10.456;0.611;121.623;0.756;0.908;12.801;0.384;166.948;88291;42.47751409;95;1.29404708233575
"1497";"POITIERS - CADA - 7";46.5794551261071;0.349745008796907;"ouvert";"FRA";"non";"ville";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;274254;1.839;0.977;0.877;1.582;0.402;0.06;1.746;0.278;1.457;0.013;0.256;11.675;2.72;121.844;1.102;1.935;14.083;1.44;168.617;88291;42.47751409;130;1.29404708233575
"1503";"LIMOGES - CADA - 3";45.884648;1.293599;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;9.712;3.245;3.314;8.813;0.773;0.119;7.969;3.587;3.599;0.502;0.302;9.52;7.882;160.9807;3.697;0.384;16.706;0.159;239.114;132175;79.90432526;99;1.19486876976229
"198";"Sainte-Marie (Aéroport de)";-20.89164;55.51268;"fermé";"FRA";"(manquant)";"ville";"Aéroports";"proche_interne";"12";"124";"124";"dur / transport";"pas de conversion";"4";"(manquant)";67248926;636759;307374;8.822;2.693;0.087;3.938;1.192;0.07;1.116;2.498;3.322;1.447;0.084;19.785;0;19.414;7.813;2.033;24.368;0.811;1.967;33839;88.59170805;10;0.558314184650847
"1422";"FONTAINES-SAINT-MARTIN - CADA";45.838299;4.841378;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;2093502;15.072;0.569;0.788;2.753;0.94;0.297;1.567;0.996;1.611;0.748;0.77;6.476;13.512;9.877;4.855;0.071;7.05;1.036;132.91;3052;2.70573456;100;1.02858907962133
"1413";"MULHOUSE - CADA";47.7446488641318;7.33231113670922;"ouvert";"FRA";"non";"ville";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;399759;2.714;0.823;0.595;0.836;0.248;0.29;1.093;0.262;0.85;0.132;0.238;5.858;6.734;25.984;0.599;1.975;19.247;0.041;20.921;109443;22.43798447;86;1.66449388532419
"144";"Toulouse (Blagnac)";43.63192;1.37262;"fermé";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / transport";"pas de conversion";"4";"(manquant)";67248926;636759;1404761;5.971;2.738;0.157;3.072;1.431;0.129;4.943;1.538;1.52;1.624;0.104;3.602;0.07;151.46;3.346;1.96;60.196;0;135.021;24517;17.14793945;4;1.13154512493074
"1243";"VALENCE - CADA - 3";44.9037056568777;4.88064084291721;"ouvert";"FRA";"non";"ville";"Réseaux routier et ferroviaire et espaces associés";"loin_interne";"12";"122";"122";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;251356;5.758;1.786;0.621;0.561;1.527;0.228;3.772;1.601;3.656;0.475;0.631;4.312;6.752;87.047;0;0.411;60.196;0.139;194.264;63714;36.75076407;105;1.21525823763985
"1242";"Besançon - CADA - 2";47.2402;6.02575;"ouvert";"FRA";"non";"ville";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;278168;2.561;0.427;0.067;0.46;0.137;0.119;0.144;0.111;0.734;0.018;0.044;8.397;36.958;59.691;4.056;1.385;4.514;0.834;67.057;115934;65.30063169;158;1.22558317705551
"1406";"HAGUENAU - CADA";48.817664;7.783595;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;816941;42.519;0.41;0.72;0.592;0.272;0.098;0.539;0.309;1.078;0.496;0.411;3.875;3.138;23.469;15.19;0.24;37.584;1.392;23.137;34504;183.68344892;121;0.250089159049157
"126";"Orly (Aéroport de)";48.72715;2.37096;"fermé";"FRA";"non";"ville";"Aéroports";"loin_interne";"12";"124";"124";"dur / transport";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;20.233;2.574;1.232;3.792;0.34;0.287;0.287;2.457;2.707;2.463;0.276;14.413;0;4.11;2.851;1.884;16.814;1.398;246.342;21384;8.50027104;24;1.37694591108829
"1151";"MIRIBEL - CADA";45.829415;4.971683;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;2093502;19.027;0.464;0.876;8.862;0.61;0.234;0.665;0.584;2.057;0.366;0.475;6.461;10.413;14.575;1.398;0.483;5.949;0.559;120.007;9963;24.43647355;168;0.58664133686934
"1149";"VILLARS-LES-DOMBES - CADA";45.996859;5.029021;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;2093502;44.937;0.737;15.759;19.7107;0.591;0.575;1.167;13.244;23.418;0.574;0.546;17.434;22.555;31.716;15.558;1.674;14.694;0.768;105.703;4795;24.70041197;70;0.264374153939624
"1180";"ST-ANDRE-LES-VERGERS - CADA";48.285642;4.060711;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;211054;1.845;1.224;1.684;0.191;0.259;0.265;1.749;0.048;0.207;0.258;0.103;1.606;4.307;123.575;1.093;3.022;12.601;0.475;257.558;12311;5.82024251;86;1.30164198989462
"1156";"Villers-Cotterêts - CADA";49.256695;3.089083;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;104.112;0.318;14.087;19.196;0.391;0.334;1.206;0.676;1.034;0.367;0.456;9.558;39.748;66.827;26.528;0.826;10.618;0.897;169.414;10872;42.28493952;100;0.386413469173584
"1514";"QUINCY-SOUS-SENART - CADA";48.680684;2.535157;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;31.959;1.444;1.111;0.432;1.105;0.071;0.071;2.938;3.517;0.725;0.293;8.837;10.642;7.754;3.788;0.425;11.753;2.506;265.675;9021;5.22390925;137;1.21354879827904
"163";"Marseille Provence (Aéroport de)";43.44475;5.21876;"fermé";"FRA";"(manquant)";"ville";"Aéroports";"proche_interne";"12";"124";"124";"dur / transport";"pas de conversion";"4";"(manquant)";67248926;636759;1275379;32.496;3.468;0.203;4.005;3.216;0.183;0.183;3.908;3.728;2.588;0.205;4.462;0;5.311;0.457;1.872;1.765;1.156;1.72;32920;23.56835217;4;1.12142034675679
"1519";"Châtillon - CADA";48.803165;2.2954;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;13.232;0.851;0.768;1.261;0.589;0.268;1.467;0.409;0.526;0.204;0.19;13.463;6.358;11.843;0.11;6.18;16.785;1.803;232.501;37355;2.93179667;162;1.69240023671291
"1518";"Nanterre - CADA";48.896462;2.197812;"ouvert";"FRA";"non";"ville";"Réseaux routier et ferroviaire et espaces associés";"loin_interne";"12";"122";"122";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;23.566;0.315;0.272;0.886;0.251;0.132;0.235;0.384;0.314;0.443;0.257;6.398;13.18;5.151;0;1.297;22.175;0.346;214.861;95105;12.22469847;167;1.69240023671291
"1532";"Beauchamp - CADA";49.0171644302879;2.18423827742829;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;37.326;1.966;1.959;1.584;1.579;0.356;1.928;1.584;2.103;0.409;0.367;5.131;13.213;10.068;2.078;0.903;34.359;0;196.654;8683;3.07707693;145;1.4268211860502
"142";"Toulouse-Cornebarrieu CRA";43.64308;1.34156;"fermé";"FRA";"non";"ville";"Aéroports";"loin_interne";"12";"124";"124";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;1404761;9.767;1.974;3.365;3.6;2.746;0.331;5.124;2.205;3.715;1.048;2.087;1.843;0;154.259;6.115;0.002;60.196;0.726;135.868;6592;18.81546264;126;0.520792036551428
"1245";"VERNON - CADA";49.0986741027358;1.47050201243388;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;111.491;1.904;1.513;0.139;0.293;0.124;1.187;0.11;1.933;0.366;1.043;4.504;18.305;23.112;12.325;3.177;38.887;0;127.988;23872;34.22823634;79;0.819794022944348
"1543";"TOULOUSE  - CADA";43.5903759748491;1.41705843077389;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;1404761;2.588;1.456;0.259;0.349;0.31;0.248;0.449;0.733;0.422;0.218;0.14;7.714;3.479;146.408;2.485;2.951;60.196;0.299;130.237;479553;118.07847484;15;1.58495561646067
"1252";"DREUX - CADA";48.739736;1.354167;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;111.8333;1.937;1.442;1.322;1.268;0.014;2.223;0.889;35.774;0.096;0.923;17.547;17.312;38.628;20.886;2.748;27.256;0.709;158.993;31044;24.28640721;80;1.08290414141713
"191";"Guadeloupe - Les Abymes";16.25952;-61.51679;"fermé";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";67248926;636759;276151;2.098;1.863;0.908;0.676;0.504;0.143;1.591;0.993;3.474;0.194;0.781;2.23;0.126;4.055;11.4657046370968;0.025;3.131;0;3.376;53491;69.95370402;40;0.859759741045839
"1298";"FONTAINE - CADA";45.196908;5.684568;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;669334;5.858;0.877;0.77;3.591;0.417;0.052;3.203;0.412;0.851;0.183;0.417;3.6;12.431;85.895;1.564;0.788;21.387;0.379;103.268;22523;6.69455313;140;1.50319438343546
"135";"Rennes-Saint Jacques de la Lande (CRA)";48.06173;-1.73794;"fermé";"FRA";"non";"ville";"Equipements sportifs et de loisirs";"loin_interne";"14";"142";"142";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;694948;10.391;4.17;1.721;6.846;2.118;0.496;2.86;2.114;5.817;1.73;1.654;2.205;0.192;67.37;4.122;0.131;16.774;0.313;80.264;13087;12.31849047;46;1.00257234975844
"1204";"IFS - CADA";49.138553;-0.335767;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;440960;7.215;1.539;2.588;2.654;1.803;0.146;6.512;3.987;2.049;1.855;2.048;4.166;8.667;15.932;3.781;1.198;8.669;0;27.373;11766;9.09888001;129;1.08793064537818
"1267";"VILLEMUR-SUR-TARN - CADA";43.862286;1.50004;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;1404761;40.478;0.557;0.581;4.146;0.527;0.277;11.714;0.773;16.496;0.302;0.054;4.567;20.218;154.05;12.205;0.577;60.196;1.607;173.011;5888;46.78773634;67;0.0761255066464339
"1330";"Orléans - CADA";47.999374;1.896169;"ouvert";"FRA";"non";"rural";"Forêts et milieux semi-naturels";"loin_interne";"31";"311";"31";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;442950;17.884;2.724;10.855;8.88;5.946;2.259;2.527;8.183;8.29;2.681;2.708;3.757;7.358;81.155;3.297;5.261;18.69;1.937;295.061;1459;24.23764841;145;-0.244145450231141
"1507";"Joigny - CADA";47.976616;3.384853;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;211054;91.864;1.729;1.693;1.221;1.237;0.308;0.989;17.158;16.889;1.06;0.992;15.349;1.79;99.084;8.886;0.035;25.987;0;345.261;9580;47.33830571;136;0.282442538291251
"1508";"AUXERRE - CADA";47.8079217671606;3.58523795750883;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;211054;96.806;2.553;2.663;1.646;1.606;0.483;1.574;1.57;2.884;0.51;1.212;8.757;7.19;123.069;6.427;1.83;48.766;0;346.07;34634;49.82707678;100;0.818326982785049
"1502";"SAINT-LEONARD-DE-NOBLAT - CADA";45.840675;1.493003;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;26.311;0.966;20.8428;0.739;0.385;0.452;1.836;0.526;21.195;0.7;0.394;12.627;23.595;160.9807;15.209;0.662;19.5;9.5254;257.868;4554;55.62035443;40;-0.110550986508799
"1395";"Bussières-et-Pruns - CADA";46.007692;3.228735;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;38.422;0.444;14.851;19.7107;3.714;3.474;3.471;16.201;16.167;3.026;3.554;7.472;21.411;126.748;10.137;2.592;43.749;2.336;304.552;450;11.69162186;100;-0.43837250762273
"1379";"MERU - CADA";49.222307;2.137657;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;70.048;2.371;8.976;19.423;1.67;0.355;1.663;16.622;8.889;0.982;2.118;15.884;14.912;32.215;1.197;3.452;21.096;0;165.229;14614;23.12719968;64;0.776935792115244
"1471";"GRETZ-ARMAINVILLIERS - CADA";48.735157;2.732353;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;41.951;1.031;3.524;0.996;1.085;0.506;1.693;0.996;8.79;0.546;1.032;9.994;11.923;21.285;10.138;2.669;25.548;0;262.997;8657;13.5939215;119;0.780312399025008
"1389";"Arras - CADA";50.300318;2.744252;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;158252;4.278;2.272;2.323;0.829;0.388;0.163;4.71;2.039;2.354;0.15;0.328;7.837;28.803;85.558;2.695;1.232;7.098;0.199;70.755;41019;11.93349706;144;1.51250707727439
"1446";"Rumilly - CADA";45.859456;5.954781;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;290825;19.402;1.807;0.984;2.096;0.736;0.17;0.918;0.744;1.313;0.106;0.951;6.668;12.657;73.581;8.608;0.646;3.751;0.046;43.428;15379;16.97352897;131;0.933445690178612
"136";"Rouen - Oissel (CRA)";49.35011;1.05321;"fermé";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;14.818;4.404;4.972;3.454;3.331;3.146;5.535;3.5;11.2;0;3.826;3.45;8.619;4.201;0.656;1.756;39.226;2.464;67.005;11895;22.26722182;72;0.70398815011376
"1460";"OISSEL - CADA";49.342331;1.106251;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;15.725;1.859;1.041;0.981;1.026;0.436;0.501;1.785;10.986;0.797;0.515;1.148;5.76;7.908;0.854;0.762;43.174;0;72.991;11895;22.26722182;172;0.70398815011376
"1440";"Sargé-lès-le-Mans - CADA";48.026195;0.219334;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;368805;6.086;1.848;2.728;2.776;1.33;0.596;5.399;1.231;4.235;0.964;0.925;8.922;7.806;142.885;3.876;0.772;60.196;1.21;203.598;3614;13.96729751;100;0.389165503510481
"1468";"Mareuil-lès-Meaux - CADA";48.9281040177892;2.88271330011158;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;56.047;1.492;4.938;2.425;1.36;0.226;4.552;3.436;9.262;0.134;1.491;2.833;12.158;38.577;0.958;2.622;22.332;0.665;226.868;3108;7.19978225;80;0.611451387495374
"186";"Lyon Saint Exupéry (Aéroport de)";45.7135;5.07279;"fermé";"FRA";"(manquant)";"banlieue";"Aéroports";"loin_interne";"12";"124";"124";"(manquant)";"pas de conversion";"(manquant)";"(manquant)";67248926;636759;2093502;25.04;3.977;0.896;11.914;0.839;0.14;0.901;1.383;10.345;5.354;0.336;0.758;0;17.713;1.563;1.64;9.709;0.602;119.084;2613;27.85437506;12;-0.0514642701512696
"1414";"Munster - CADA";48.038729;7.152269;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;199187;28.466;1.506;1.101;2.32;1.741;0.043;0.093;1.495;20.785;0.121;1.073;17.201;16.581;59.825;14.002;0.182;9.734;0.179;47.207;4606;8.82630319;58;0.693834831133245
"1404";"SAVERNE - CADA";48.740584;7.364658;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;816941;51.926;0.237;0.075;0.79;0.078;0.131;0.715;0.79;20.382;0.212;0.141;14.153;11.347;34.113;4.091;1.621;44.031;0.265;53.932;11239;26.39063531;126;0.605567565169565
"1431";"FRASNE-LE-CHATEAU - CADA";47.461198;5.898485;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;278168;36.428;0.547;20.056;19.7107;6.753;3.952;14.2528;17.3008;35.85;5.3627;0.555;7.335;20.902;62.142;3.226;1.239;14.225;4.68;104.144;292;12.5895045;45;-0.658336046747869
"1429";"EVEUX - CADA";45.8220110599629;4.62254670725983;"ouvert";"FRA";"non";"banlieue";"Territoires agricoles";"loin_interne";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;2093502;28.422;0.689;8.404;2.926;2.204;1.102;1.848;4.035;2.393;0.7;0.778;6.529;26.337;17.279;4.034;0.901;23.289;0.9;156.747;1169;3.39977833;70;0.512653648972533
"1420";"GIVORS - CADA";45.588277;4.76803;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;2093502;26.545;1.13;3.057;1.742;0.319;0.326;0.562;0.735;7.744;0.436;0.112;4.038;19.872;12.233;1.137;0.416;28.247;0;158.378;19975;17.57376381;130;1.03191174197216
"1352";"ESSEY-LES-NANCY - CADA";48.7088969123638;6.23960246815168;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;505731;8.457;2.03;1.434;1.411;0.156;0.037;7.748;0.264;6.791;1.934;0.58;5.991;0.799;67.482;6.607;3.669;14.231;0;92.737;8823;5.71233184;160;1.16509258995715
"1479";"DOULLENS - CADA";50.162346;2.351953;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;340581;45.628;1.456;1.582;1.464;1.505;1.784;14.2528;17.3008;21.055;0.7;1.413;21.264;31.381;69.236;31.099;0.185;21.269;1.656;75.814;6106;33.24417227;70;0.240331015028479
"1473";"PORCHEVILLE - CADA";48.976022;1.762474;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;73.786;1.716;5.536;2.376;2.383;0.156;1.937;2.376;8.887;0.669;1.991;1.32;22.496;0.346;1.108;0.052;16.768;0.557;166.587;3203;4.61960879;150;0.817241478838088
"1469";"La Rochette - CADA";48.5066538214743;2.66327704111041;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;64.512;2.331;2.568;6.328;2.461;0.221;1.83;2.58;7.974;0.717;1.874;9.756;10.194;19.376;1.242;3.189;16.293;0.878;293.947;3412;5.84242685;32;0.742705478180415
"1472";"GARGENVILLE - CADA";48.974451;1.801822;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;69.535;2.322;4.95;2.449;2.516;0.039;1.548;2.667;4.505;1.971;2.059;2.356;20.251;2.435;0.582;1.836;16.284;0.144;170.456;7467;8.6740784;292;0.91121254736703
"1517";"Ris-Orangis - CADA";48.652114;2.398761;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;12882627;32.711;1.026;1.151;1.009;0.574;0.285;0.37;0.574;0.959;0.058;0.895;6.336;5.183;4.873;0.65;1.701;8.217;0.002;255.825;29225;8.36600573;85;1.51952610134151
"1229";"DIJON - CADA - 9";47.344033;5.056084;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;410882;3.779;1.172;1.171;1.409;1.158;0.31;3.462;1.256;2.067;0.279;0.403;2.618;6.664;30.457;2.616;2.565;32.949;0.23;167.652;156920;41.79819361;130;1.55081052536222
"1223";"DIJON - CADA - 3";47.300554;5.036833;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;410882;3.905;2.588;1.706;1.967;0.967;0.053;3.413;2.025;1.486;0.718;0.844;6.827;3.358;27.236;0.129;2.852;30.866;0;167.002;156920;41.79819361;80;1.55081052536222
"1205";"HEROUVILLE-ST-CLAIR - CADA";49.206338;-0.325332;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;440960;5.546;1.039;0.649;0.759;0.198;0.081;5.56;0.759;5.441;0.385;0.858;3.783;8.713;8.962;3.031;0.851;11.237;0;16.873;22954;10.63840178;103;1.31027172823921
